name,team_name,group,appearances,goals,assists,minutes,overall,pace,shooting,passing,dribbling,defending,physic,cluster_label,role
Sherzod Temirov,Uzbekistan,K,31,24,1,2656,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Luca Zidane,Algeria,J,28,0,0,2520,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Anthony Mandr?a,Algeria,J,26,0,0,2340,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Melvin Mastil,Algeria,J,34,0,0,3120,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Kilian Belazzoug,Algeria,J,19,0,1,1710,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ramy Bensebaini,Algeria,J,34,7,3,2555,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Sohaib Na?r,Algeria,J,21,2,1,1754,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Zineddine Belaid,Algeria,J,36,1,0,3183,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
A?ssa Mandi,Algeria,J,40,1,0,3278,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Achref Abada,Algeria,J,23,1,0,1820,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Rayan A?t-Nouri,Algeria,J,30,0,6,1805,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mehdi Dorval,Algeria,J,36,1,7,2757,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Rafik Belghali,Algeria,J,30,3,0,2154,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ramiz Zerrouki,Algeria,J,37,3,6,3029,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Hicham Boudaoui,Algeria,J,29,1,2,1908,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Yassine Titraoui,Algeria,J,41,4,2,3322,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ibrahim Maza,Algeria,J,47,5,7,2955,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Far?s Cha?bi,Algeria,J,38,3,10,2541,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Houssem Aouar,Algeria,J,35,13,5,2804,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Adil Aouchiche,Algeria,J,43,5,7,2968,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Adil Boulbina,Algeria,J,30,12,6,2282,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Riyad Mahrez,Algeria,J,45,10,13,3798,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Far?s Ghedjemis,Algeria,J,39,16,3,3128,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Amine Gouiri,Algeria,J,28,12,6,1665,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mohamed Amoura,Algeria,J,33,9,6,2194,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Amin Chiakha,Algeria,J,25,7,1,1798,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Nadhir Benbouali,Algeria,J,42,19,7,3192,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Matthieu Epolo,Congo DR,K,30,0,0,2655,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Timothy Fayulu,Congo DR,K,11,0,0,945,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Lionel Mpasi-Nzau,Congo DR,K,5,0,0,435,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Axel Tuanzebe,Congo DR,K,14,2,0,1187,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Chancel Mbemba,Congo DR,K,23,0,1,1822,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Steve Kapuadi,Congo DR,K,41,1,0,3571,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Rocky Bushiri,Congo DR,K,34,6,1,3062,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Dylan Batubinsika,Congo DR,K,19,1,0,1596,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Joris Kayembe,Congo DR,K,37,0,1,2635,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Arthur Masuaku,Congo DR,K,11,1,0,586,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Aaron Wan-Bissaka,Congo DR,K,26,0,3,2171,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Jeremy Ngakia,Congo DR,K,34,3,4,2657,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ngal'ayel Mukau,Congo DR,K,42,2,0,2284,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Charles Pickel,Congo DR,K,25,1,0,887,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Noah Sadiki,Congo DR,K,34,0,1,2859,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Edo Kayembe,Congo DR,K,40,4,2,2730,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Samuel Moutoussamy,Congo DR,K,33,3,0,2531,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Meschack Elia,Congo DR,K,25,1,1,915,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Nathana?l Mbuku,Congo DR,K,33,4,7,2361,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Brian Cipenga,Congo DR,K,29,5,9,2039,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Th?o Bongonda,Congo DR,K,8,0,0,252,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Grady Diangana,Congo DR,K,19,1,0,809,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Yoane Wissa,Congo DR,K,26,3,1,946,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Simon Banza,Congo DR,K,17,7,1,1151,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Fiston Mayele,Congo DR,K,41,13,2,3031,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
C?dric Bakambu,Congo DR,K,28,4,3,1295,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Yahia Fofana,C?te d'Ivoire,E,28,0,1,2520,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Alban Lafont,C?te d'Ivoire,E,36,0,0,3225,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mohamed Kon?,C?te d'Ivoire,E,18,0,0,1620,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ousmane Diomande,C?te d'Ivoire,E,32,1,0,2323,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Evan Ndicka,C?te d'Ivoire,E,41,5,0,3432,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Wilfried Singo,C?te d'Ivoire,E,30,3,3,1568,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Odilon Kossounou,C?te d'Ivoire,E,34,1,0,2051,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Emmanuel Agbadou,C?te d'Ivoire,E,34,1,4,2673,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Cl?ment Akpa,C?te d'Ivoire,E,27,0,0,2033,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ghislain Konan,C?te d'Ivoire,E,33,0,0,2741,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Gu?la Dou?,C?te d'Ivoire,E,35,2,7,2709,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ibrahim Sangar?,C?te d'Ivoire,E,43,2,3,2856,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Jean Micha?l Seri,C?te d'Ivoire,E,15,0,1,824,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Christ Inao Oula?,C?te d'Ivoire,E,31,2,4,2374,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Franck Kessi?,C?te d'Ivoire,E,43,12,4,3745,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Seko Fofana,C?te d'Ivoire,E,30,4,1,1350,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Bazoumana Tour?,C?te d'Ivoire,E,32,5,12,2529,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Simon Adingra,C?te d'Ivoire,E,32,5,2,1688,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Martial Godo,C?te d'Ivoire,E,42,15,7,2597,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
B?nie Traor?,C?te d'Ivoire,E,39,11,5,2534,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Parfait Guiagon,C?te d'Ivoire,E,39,12,6,3049,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Amad Diallo,C?te d'Ivoire,E,35,2,4,2302,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Evann Guessand,C?te d'Ivoire,E,36,5,1,2027,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Nicolas P?p?,C?te d'Ivoire,E,45,9,8,3086,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Elye Wahi,C?te d'Ivoire,E,30,8,5,1525,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Oufa Shobeir,Egypt,G,23,0,0,1814,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mohamed Alaa,Egypt,G,30,0,0,2659,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mohamed El Shenawy,Egypt,G,22,0,0,1877,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
El Mahdi Soliman,Egypt,G,19,0,0,1646,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mohamed Abdelmonem,Egypt,G,1,0,0,3,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Hossam Abdelmaguid,Egypt,G,42,6,0,3401,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ramy Rabia,Egypt,G,24,2,1,1987,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Khaled Sobhi,Egypt,G,29,0,0,2405,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Yasser Ibrahim,Egypt,G,32,2,0,2707,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ahmed Fatouh,Egypt,G,32,1,6,2046,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mohamed Hany,Egypt,G,39,0,7,3326,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Tarek Alaa,Egypt,G,16,0,1,1185,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Marwan Ateya,Egypt,G,37,1,0,3018,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mohanad Lasheen,Egypt,G,43,0,2,3541,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Hamdy Fathy,Egypt,G,22,2,0,1811,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ahmed Kouka,Egypt,G,34,1,0,2251,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Emam Ashour,Egypt,G,21,2,7,1326,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mahmoud Saber,Egypt,G,33,7,7,2241,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Trezeguet,Egypt,G,33,17,1,2535,74.41666666666667,473598.79411764705,77.0,74.0,73.0,78.0,436.0,0.0,Clinical Finisher
Trezeguet,Egypt,G,33,17,1,2535,74.41666666666667,473598.79411764705,67.95111111111112,77.0,74.0,71.0,2026.0,0.0,Clinical Finisher
Trezeguet,Egypt,G,33,17,1,2535,74.41666666666667,473598.79411764705,67.95111111111112,77.0,73.0,71.0,2023.0,0.0,Clinical Finisher
Trezeguet,Egypt,G,33,17,1,2535,74.41666666666667,473598.79411764705,67.95111111111112,81.0,78.0,2023.0,7500000.0,0.0,Clinical Finisher
Trezeguet,Egypt,G,33,17,1,2535,74.41666666666667,473598.79411764705,84.0,74.0,2.0,111.0,52000.0,0.0,Clinical Finisher
Trezeguet,Egypt,G,33,17,1,2535,74.41666666666667,473598.79411764705,67.95111111111112,84.0,78.0,2020.0,11500000.0,0.0,Clinical Finisher
Trezeguet,Egypt,G,33,17,1,2535,74.41666666666667,473598.79411764705,67.95111111111112,83.0,77.0,2018.0,3200000.0,0.0,Clinical Finisher
Trezeguet,Egypt,G,33,17,1,2535,74.41666666666667,473598.79411764705,67.95111111111112,70.0,66.0,77.0,2017.0,0.0,Clinical Finisher
Trezeguet,Egypt,G,33,17,1,2535,64.0,73.0,64.0,64.0,67.0,46.0,53.0,0.0,Clinical Finisher
Ibrahim Adel,Egypt,G,22,2,1,1378,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Haissem Hassan,Egypt,G,36,0,3,1889,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Zizo,Egypt,G,32,6,12,2292,74.41666666666667,473598.79411764705,80.0,65.0,67.0,72.0,853329.4186746988,0.0,Clinical Finisher
Zizo,Egypt,G,32,6,12,2292,74.41666666666667,473598.79411764705,76.0,60.0,60.0,72.0,39.0,0.0,Clinical Finisher
Zizo,Egypt,G,32,6,12,2292,74.41666666666667,473598.79411764705,67.95111111111112,65.0,48.0,60.0,69.0,0.0,Clinical Finisher
Zizo,Egypt,G,32,6,12,2292,62.0,63.0,47.0,58.0,67.0,50.0,45.0,0.0,Clinical Finisher
Islam Issa,Egypt,G,30,3,4,2340,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Omar Marmoush,Egypt,G,35,8,3,1458,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Mostafa Mohamed,Egypt,G,28,5,0,1394,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Nasser Mansy,Egypt,G,33,8,7,1913,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Lawrence Ati Zigi,Ghana,L,34,0,0,3060,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Joseph Anang,Ghana,L,23,0,0,2100,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Benjamin Asare,Ghana,L,19,0,0,1710,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Kojo Peprah Oppong,Ghana,L,41,1,0,3251,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Jonas Adjetey,Ghana,L,31,0,0,2466,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Jerome Opoku,Ghana,L,36,1,2,2972,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Alexander Djiku,Ghana,L,29,0,0,2262,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Manu Duah,Ghana,L,13,1,0,1109,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Patric Pfeiffer,Ghana,L,34,1,1,2857,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Derrick Luckassen,Ghana,L,45,6,0,3895,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Derrick K?hn,Ghana,L,31,1,3,2119,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Gideon Mensah,Ghana,L,32,0,1,2370,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Marvin Senaya,Ghana,L,25,1,0,1868,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ibrahim Sulemana,Ghana,L,18,1,1,924,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Elisha Owusu,Ghana,L,29,0,0,2218,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Thomas Partey,Ghana,L,31,0,0,1355,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Caleb Yirenkyi,Ghana,L,36,2,6,3159,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Kwasi Sibo,Ghana,L,30,0,0,2022,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Augustine Boakye,Ghana,L,33,6,9,2612,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Kamaldeen Sulemana,Ghana,L,39,3,2,1421,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Christopher Bonsu Baah,Ghana,L,37,3,12,2725,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Francis Amuzu,Ghana,L,25,7,3,1586,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Antoine Semenyo,Ghana,L,46,18,6,3718,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Abdul Fatawu,Ghana,L,46,10,8,3816,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Jesurun Rak-Sakyi,Ghana,L,29,7,1,1663,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Dan Agyei,Ghana,L,33,5,0,2169,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Ransford K?nigsd?rffer,Ghana,L,36,6,0,2560,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Prince Adu,Ghana,L,44,8,1,2374,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Jordan Ayew,Ghana,L,47,7,3,2542,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
Yassine Bounou,Morocco,C,38,0,0,3480,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
El Mehdi Benabid,Morocco,C,29,0,0,2544,74.41666666666667,473598.79411764705,67.95111111111112,76.95440729483283,1079.6117647058823,339444.9881656805,853329.4186746988,0.0,Clinical Finisher
